"person_id","person_name","person__wikidata_item","rank_name","position","rank_item","rank_acquisition_date"
1721913,Рогачев Илья Игоревич,Q70254811,чрезвычайный и полномочный посол,чрезвычайный и полномочный посол российской федерации | посольство российской федерации в южно-африканской республике,Q137783787,"13.06.2018"
1721914,Рогоза Олег Васильевич,Q140122102,чрезвычайный и полномочный посланник 2 класса,заместитель директора департамента | историко-документальный департамент,Q139927432,"07.02.2020"
1721915,Российский Михаил Анатольевич,Q140122104,чрезвычайный и полномочный посланник 2 класса,советник-посланник | посольство российской федерации в итальянской республике,Q139927432,"11.06.2025"
1721916,Рубин Максим Олегович,Q140122105,чрезвычайный и полномочный посланник 2 класса,"генеральный консул | генеральное консульство российской федерации в эрбиле, республика ирак",Q139927432,"10.02.2025"
1721917,Рыковсков Дмитрий Витальевич,Q140122107,чрезвычайный и полномочный посланник 2 класса,заместитель директора департамента | второй департамент стран снг,Q139927432,"09.02.2023"
1721918,Рябков Геннадий Геннадьевич,Q140122108,чрезвычайный и полномочный посланник 2 класса,начальник отдела в департаменте | первый департамент азии,Q139927432,"10.06.2022"
1721919,Садулин Роман Ярулович,Q140122111,чрезвычайный и полномочный посланник 2 класса,заместитель директора департамента | управление делами (департамент),Q139927432,"13.06.2024"
1721920,Салимуллин Ленар Шамилевич,Q140122112,чрезвычайный и полномочный посланник 2 класса,советник-посланник | посольство российской федерации в эстонской республике,Q139927432,"13.06.2024"
1721921,Сапоженков Кирилл Александрович,Q140122113,чрезвычайный и полномочный посланник 2 класса,советник-посланник | посольство российской федерации в словацкой республике,Q139927432,"01.04.2024"
1721922,Свистин Роман Викторович,Q140122114,чрезвычайный и полномочный посланник 2 класса,"генеральный консул российской федерации | генеральное консульство российской федерации в оше, киргизская республика",Q139927432,"03.09.2018"
1721923,Семиволос Владлен Станиславович,Q21152631,чрезвычайный и полномочный посол,чрезвычайный и полномочный посол российской федерации | посольство российской федерации в республике уганда,Q137783787,"12.09.2022"
1721924,Сентенкова Наталья Николаевна,Q140122122,чрезвычайный и полномочный посланник 2 класса,советник-посланник | посольство российской федерации в республике перу,Q139927432,"12.09.2022"
1721925,Середняков Константин Викторович,Q140122124,чрезвычайный и полномочный посланник 2 класса,заместитель директора департамента | департамент северной америки,Q139927432,"08.06.2020"
1721926,Синегубов Алексей Леонидович,Q140122126,чрезвычайный и полномочный посланник 2 класса,заместитель директора департамента | четвертый департамент стран снг,Q139927432,"25.12.2020"
1721927,Скосырев Алексей Владимирович,Q120267213,чрезвычайный и полномочный посланник 1 класса,чрезвычайный и полномочный посол российской федерации | посольство российской федерации в королевстве бахрейн,Q139927408,"01.10.2024"
1721928,Соколов-Щербачев Кирилл Геннадиевич,Q140122131,чрезвычайный и полномочный посланник 2 класса,заместитель директора департамента | департамент информационного обеспечения,Q139927432,"13.02.2024"
1721929,Софинский Николай Всеволодович,Q15076779,чрезвычайный и полномочный посол,чрезвычайный и полномочный посол российской федерации | посольство российской федерации в мексиканских соединенных штатах,Q137783787,"02.10.2023"
1721930,Стерник Александр Вадимович,Q124770427,чрезвычайный и полномочный посол,директор департамента (член коллегии) | третий департамент стран снг,Q137783787,"10.06.2017"
1721931,Стукало Алексей Алексеевич,Q140122134,чрезвычайный и полномочный посланник 2 класса,заместитель директора департамента | департамент экономического сотрудничества,Q139927432,"13.06.2018"
1721932,Сумкин Григорий Владимирович,Q140121839,чрезвычайный и полномочный посланник 1 класса,заместитель директора департамента | департамент общеевропейского сотрудничества,Q139927408,"02.10.2023"
1721933,Табачинский Игорь Михайлович,Q140122137,чрезвычайный и полномочный посланник 2 класса,заместитель директора департамента | второй европейский департамент,Q139927432,"13.09.2021"
1721934,Талыбов Эльшад Муталим оглы,Q140122138,чрезвычайный и полномочный посланник 2 класса,советник-посланник | посольство российской федерации в лаосской народно-демократической республике,Q139927432,"11.06.2025"
1721935,Темников Денис Михайлович,Q140122139,чрезвычайный и полномочный посланник 2 класса,советник-посланник | посольство российской федерации в республике сингапур,Q139927432,"11.06.2025"
1721936,Темяшов Андрей Иванович,Q140122140,чрезвычайный и полномочный посланник 2 класса,советник-посланник | посольство российской федерации в республике сербии,Q139927432,"01.10.2024"
1721937,Терских Александр Александрович,Q140122141,чрезвычайный и полномочный посланник 2 класса,"генеральный консул российской федерации | генеральное консульство российской федерации в осаке, япония",Q139927432,"01.10.2024"
1721938,Тихазе Карл Карлович,Q131305865,чрезвычайный и полномочный посланник 1 класса,чрезвычайный и полномочный посол российской федерации | посольство российской федерации в демократической республике конго,Q139927408,"13.02.2024"
1721939,Тодуа Георгий Владимирович,Q19916949,чрезвычайный и полномочный посол,чрезвычайный и полномочный посол российской федерации | посольство российской федерации в республике камерун,Q137783787,"01.04.2024"
1721940,Торотенков Сергей Владимирович,Q140122145,чрезвычайный и полномочный посланник 2 класса,главный советник департамента | второй европейский департамент,Q139927432,"01.10.2019"
1721941,Троянский Григорий Михайлович,Q140122147,чрезвычайный и полномочный посланник 2 класса,советник-посланник | посольство российской федерации в федеративной республике бразилия,Q139927432,"10.02.2026"
1721942,Трушин Федор Филиппович,Q140122148,чрезвычайный и полномочный посланник 2 класса,заместитель директора департамента | управление делами (департамент),Q139927432,"10.02.2025"
1721943,Тураев Дмитрий Александрович,Q140122149,чрезвычайный и полномочный посланник 2 класса,"генеральный консул | генеральное консульство российской федерации в алма-ате, республика казахстан",Q139927432,"26.12.2025"
1721944,Тяпкин Олег Николаевич,Q124770092,чрезвычайный и полномочный посол,директор департамента (член коллегии) | третий европейский департамент,Q137783787,"09.02.2021"
1721945,Устинов Григорий Владимирович,Q140122150,чрезвычайный и полномочный посланник 2 класса,заместитель директора департамента | департамент международных организаций,Q139927432,"02.10.2023"
1721946,Фабричников Андрей Аркадьевич,Q140122152,чрезвычайный и полномочный посланник 2 класса,"генеральный консул российской федерации | генеральное консульство российской федерации в саппоро, япония",Q139927432,"10.06.2017"
1721947,Федеряков Сергей Геннадьевич,Q140122154,чрезвычайный и полномочный посланник 2 класса,"заместитель постоянного представителя | постоянное представительство российской федерации при международных организациях в вене, австрийская республика",Q139927432,"25.12.2020"
1721948,Филаткин Дмитрий Петрович,Q140122158,чрезвычайный и полномочный посланник 2 класса,"заместитель постоянного представителя | постоянное представительство российской федерации при европейском союзе и европейском сообществе по атомной энергии в брюсселе, бельгия",Q139927432,"12.09.2022"
1721949,Ханеев Максим Вячеславович,Q140122160,чрезвычайный и полномочный посланник 2 класса,советник-посланник | посольство российской федерации в республике гана,Q139927432,"13.02.2024"
1721950,Хапилов Александр Вадимович,Q140122161,чрезвычайный и полномочный посланник 2 класса,заместитель директора департамента | консульский департамент,Q139927432,"13.12.2019"
1721951,Хозин Александр Григорьевич,Q131305813,чрезвычайный и полномочный посланник 2 класса,чрезвычайный и полномочный посол российской федерации | посольство российской федерации в народной республике бангладеш,Q139927432,"10.02.2012"
1721952,Хорев Альберт Павлович,Q124770245,чрезвычайный и полномочный посланник 1 класса,чрезвычайный и полномочный посол российской федерации | посольство российской федерации в исламской республике пакистан,Q139927408,"01.04.2024"
1721953,Хуторская Вера ,Q140122166,чрезвычайный и полномочный посланник 2 класса,советник-посланник | посольство российской федерации в республике таджикистан,Q139927432,"27.12.2024"
1721954,Чемерило Андрей Александрович,Q140122168,чрезвычайный и полномочный посланник 2 класса,"генеральный консул | генеральное консульство российской федерации на шпицбергене, королевство норвегия",Q139927432,"10.02.2025"
1721955,Чумарев Сергей Леонидович,Q140122171,чрезвычайный и полномочный посланник 2 класса,заместитель директора департамента | департамент многостороннего сотрудничества по правам человека,Q139927432,"11.06.2025"
1721956,Шаманов Олег Анатольевич,Q140121847,чрезвычайный и полномочный посланник 1 класса,советник-посланник | посольство российской федерации в королевстве таиланд,Q139927408,"09.06.2023"
1721957,Шамсутдинов Шамиль Фоатович,Q140122173,чрезвычайный и полномочный посланник 2 класса,заместитель директора департамента | третий департамент стран снг,Q139927432,"29.12.2022"
1721958,Шатуновский-Бюрно Сергей Валерьевич,Q140122175,чрезвычайный и полномочный посланник 2 класса,начальник отдела в департаменте | департамент многостороннего сотрудничества по правам человека,Q139927432,"28.12.2018"
1721959,Шин Владимир Алексеевич,Q140122176,чрезвычайный и полномочный посланник 2 класса,заместитель директора департамента | департамент международной информационной безопасности,Q139927432,"09.06.2023"
1721960,Шлычкова Татьяна Вениаминовна,Q140122177,чрезвычайный и полномочный посланник 2 класса,заместитель директора департамента | департамент по многостороннему гуманитарному сотрудничеству и культурным связям,Q139927432,"25.12.2020"
1721961,Штодин Дмитрий Ильич,Q140121851,чрезвычайный и полномочный посланник 1 класса,"генеральный консул российской федерации | генеральное консульство российской федерации в милане, итальянская республика",Q139927408,"10.02.2022"
1721962,Шувалов Константин Викторович,Q4527271,чрезвычайный и полномочный посол,посол по особым поручениям | группа послов по особым поручениям мид российской федерации,Q137783787,"02.07.2003"
1721963,Шургалин Михаил Александрович,Q112993706,чрезвычайный и полномочный посланник 1 класса,чрезвычайный и полномочный посол российской федерации | посольство российской федерации в республике абхазия,Q139927408,"09.06.2023"
1721964,Янович Константин Александрович,Q140122183,чрезвычайный и полномочный посланник 2 класса,заместитель директора департамента | департамент кадров,Q139927432,"10.02.2026"
1722023,Авдеев Андрей Станиславович,Q140121855,чрезвычайный и полномочный посланник 2 класса,"заместитель директора департамента | департамент по связям с субъектами федерации,парламентом и общественными объединениями",Q139927432,"29.12.2022"
1722024,Аветисян Андрей Левонович,Q4055717,чрезвычайный и полномочный посол,чрезвычайный и полномочный посол российской федерации | посольство российской федерации в объединенной республике танзании,Q137783787,"28.12.2018"
1722025,Агасандян Микаэл Вадимович,Q112992677,чрезвычайный и полномочный посол,директор департамента | первый департамент стран снг,Q137783787,"11.06.2025"
1722026,Андреев Андрей Владимирович,Q15845822,чрезвычайный и полномочный посол,чрезвычайный и полномочный посол российской федерации | посольство российской федерации в республике мадагаскар,Q137783787,"28.12.2021"
1722027,Анисимов Леонид Владимирович,Q140121860,чрезвычайный и полномочный посланник 2 класса,советник-посланник | посольство российской федерации в финляндской республике,Q139927432,"15.08.2013"
1722028,Аристов Андрей Андреевич,Q140121863,чрезвычайный и полномочный посланник 2 класса,советник-посланник | посольство российской федерации в республике ирак,Q139927432,"02.10.2023"
1722029,Артамонов Александр Ростиславович,Q140121864,чрезвычайный и полномочный посланник 2 класса,главный советник департамента | департамент азиатского и тихоокеанского сотрудничества,Q139927432,"13.09.2021"
1722030,Баранов Михаил Владимирович,Q18236188,чрезвычайный и полномочный посол,чрезвычайный и полномочный посол российской федерации | посольство российской федерации в государстве бруней-даруссалам,Q137783787,"09.06.2023"
1722031,Белинский Владимир Григорьевич,Q130286204,чрезвычайный и полномочный посланник 1 класса,чрезвычайный и полномочный посол российской федерации | посольство российской федерации в республике чили,Q139927408,"27.12.2024"
1722032,Варламов Андрей Николаевич,Q140121897,чрезвычайный и полномочный посланник 2 класса,"генеральный консул российской федерации | генконсульство российской федерации в гродно, республика белоруссия",Q139927432,"13.09.2021"
1722033,Гаврилов Константин Юрьевич,Q131305924,чрезвычайный и полномочный посланник 2 класса,чрезвычайный и полномочный посол российской федерации | посольство российской федерации в республике панама,Q139927432,"06.02.2009"
1722034,Галактионова Елена Владимировна,Q140121917,чрезвычайный и полномочный посланник 2 класса,директор департамента | департамент по многостороннему гуманитарному сотрудничеству и культурным связям,Q139927432,"01.04.2024"
1722035,Дедов Алексей Юрьевич,Q18238584,чрезвычайный и полномочный посол,чрезвычайный и полномочный посол российской федерации | посольство российской федерации в исламской республике иран,Q137783787,"09.06.2023"
1722036,Демин Алексей Михайлович,Q55652636,чрезвычайный и полномочный посланник 1 класса,заместитель директора департамента | третий департамент стран снг,Q139927408,"10.06.2017"
1722037,Евдокимов Михаил Николаевич,Q120279638,чрезвычайный и полномочный посол,чрезвычайный и полномочный посол российской федерации | посольство российской федерации в азербайджанской республике,Q137783787,"13.06.2018"
1722038,Епифанов Владлен Викторович,Q140121953,чрезвычайный и полномочный посланник 2 класса,"генеральный консул российской федерации | генеральное консульство российской федерации в торонто, канада",Q139927432,"10.02.2026"
1722039,Зайнутдинов Руслан Амирович,Q140121957,чрезвычайный и полномочный посланник 2 класса,"генеральный консул российской федерации | генеральное консульство российской федерации в дархане, монголия",Q139927432,"29.12.2022"
1722040,Зайцев Алексей Анатольевич,Q130285919,чрезвычайный и полномочный посланник 1 класса,чрезвычайный и полномочный посол российской федерации | посольство российской федерации в албании,Q139927408,"13.06.2024"
1722041,Захаров Александр Константинович,Q140121959,чрезвычайный и полномочный посланник 2 класса, | ,Q139927432,"10.02.2016"
1722042,Захарова Мария Владимировна,Q20812953,чрезвычайный и полномочный посол,директор департамента (член коллегии) | департамент информации и печати,Q137783787,"08.06.2020"
1722043,Зейналова Ирада Автандиловна,Q15066985,чрезвычайный и полномочный посол,чрезвычайный и полномочный посол российской федерации | посольство российской федерации в республике маврикий,Q137783787,"01.11.2025"
1722044,Иванов Андрей Павлович,Q138609583,чрезвычайный и полномочный посол,директор департамента | департамент кадров,Q137783787,"26.12.2025"
1722045,Ильичев Петр Викторович,Q28819033,чрезвычайный и полномочный посланник 1 класса,директор департамента | департамент по вопросам новых вызовов и угроз,Q139927408,"28.12.2018"
1722046,Калугин Михаил Александрович,Q140121971,чрезвычайный и полномочный посланник 2 класса,директор департамента | четвертый департамент стран снг,Q139927432,"09.06.2023"
1722047,Касаткин Дмитрий Витальевич,Q140121976,чрезвычайный и полномочный посланник 2 класса,начальник отдела в департаменте | департамент экономического сотрудничества,Q139927432,"08.06.2020"
1722048,Королев Михаил Юрьевич,Q140122001,чрезвычайный и полномочный посланник 2 класса,руководитель территориального органа в субъекте рф - представитель министерства | представительство мид россии в барнауле,Q139927432,"01.10.2019"
1722049,Левин Олег Владимирович,Q131305516,чрезвычайный и полномочный посланник 1 класса,чрезвычайный и полномочный посол российской федерации | посольство российской федерации в султанате оман,Q139927408,"01.11.2025"
1722050,Линевич Сергей Георгиевич,Q97460783,чрезвычайный и полномочный посланник 2 класса,"генеральный консул российской федерации | генеральное консульство российской федерации в кракове, республика польша",Q139927432,"10.02.2022"
1722051,Лисенков Алексей Дмитриевич,Q140121816,чрезвычайный и полномочный посланник 1 класса,директор департамента | департамент специальной связи,Q139927408,"02.10.2023"
1722052,Литвинов Максим Игоревич,Q140122032,чрезвычайный и полномочный посланник 2 класса,"генеральный консул российской федерации | генеральное консульство российской федерации в басре, иракская республика",Q139927432,"08.06.2020"
1722053,Литвинов Максим Вадимович,Q140122031,чрезвычайный и полномочный посланник 2 класса,советник-посланник | посольство российской федерации в республике абхазия,Q139927432,"10.06.2022"
1722054,Лобанов Сергей Васильевич,Q140122033,чрезвычайный и полномочный посланник 2 класса,начальник отдела в департаменте | департамент африки,Q139927432,"10.06.2017"
1722055,Майстренко Владимир Демьянович,Q140122041,чрезвычайный и полномочный посланник 2 класса,"начальник отдела в департаменте | департамент по связям с субъектами федерации,парламентом и общественными объединениями",Q139927432,"27.06.2022"
1722056,Мамаев Александр Викторович,Q140122045,чрезвычайный и полномочный посланник 2 класса,советник-посланник | посольство российской федерации в федеративной республике нигерии,Q139927432,"12.09.2022"
1722057,Молчанов Сергей Николаевич,Q140122060,чрезвычайный и полномочный посланник 2 класса,заместитель директора департамента | первый европейский департамент,Q139927432,"08.02.2019"
1722058,Озеров Олег Борисович,Q4332124,чрезвычайный и полномочный посол,чрезвычайный и полномочный посол российской федерации | посольство российской федерации в республике молдова,Q137783787,"28.12.2021"
1722059,Павлов Владислав Валерьевич,Q140122082,чрезвычайный и полномочный посланник 2 класса,"генеральный консул российской федерации | генеральное консульство российской федерации в страсбурге, французская республика",Q139927432,"08.06.2020"
1722060,Павлов Марат Игнатьевич,Q109487624,чрезвычайный и полномочный посланник 1 класса,чрезвычайный и полномочный посол российской федерации | посольство российской федерации в республике филиппины,Q139927408,"13.09.2021"
1722061,Панков Александр Юрьевич,Q140122083,чрезвычайный и полномочный посланник 2 класса,"генеральный консул российской федерации | генеральное консульство российской федерации в барселоне, королевство испания",Q139927432,"10.06.2017"
1722062,Пантелеев Евгений Александрович,Q140122085,чрезвычайный и полномочный посланник 2 класса,заместитель директора департамента | первый департамент стран снг,Q139927432,"29.10.2008"
1722063,Парамонов Алексей Владимирович,Q120281156,чрезвычайный и полномочный посол,чрезвычайный и полномочный посол российской федерации | посольство российской федерации в итальянской республике,Q137783787,"02.10.2020"
1722064,Патронов Сергей Юрьевич,Q140122086,чрезвычайный и полномочный посланник 2 класса,"генеральный консул российской федерации | генеральное консульство российской федерации в палермо, итальянская республика",Q139927432,"08.11.2023"
1722065,Петренко Олег Владимирович,Q134725291,чрезвычайный и полномочный посланник 1 класса,чрезвычайный и полномочный посол российской федерации | посольство российской федерации в государстве эритрея,Q139927408,"01.11.2025"
1722066,Петров Андрей Юрьевич,Q140121830,чрезвычайный и полномочный посланник 1 класса,"генеральный консул российской федерации | генеральное консульство российской федерации в рио-де-жанейро, федеративная республика бразилия",Q139927408,"10.02.2026"
1722067,Писарев Александр Борисович,Q109486517,чрезвычайный и полномочный посол,чрезвычайный и полномочный посол российской федерации | посольство российской федерации в республике парагвай,Q137783787,"13.06.2024"
1722068,Сагитов Игорь Ильдусович,Q140122110,чрезвычайный и полномочный посланник 2 класса,главный советник департамента | первый департамент азии,Q139927432,"10.02.2014"
1722069,Салтыков Алексей Эдуардович,Q113412361,чрезвычайный и полномочный посланник 1 класса, | ,Q139927408,"02.10.2023"
1722070,Семенов Сергей Алексеевич,Q140122120,чрезвычайный и полномочный посланник 2 класса,главный советник департамента | департамент кадров,Q139927432,"04.06.2014"
1722071,Семенов Сергей Валентинович,Q140122121,чрезвычайный и полномочный посланник 2 класса,"генеральный консул российской федерации | генеральное консульство российской федерации в гданьске, республика польша",Q139927432,"01.04.2024"
1722072,Студенников Артем Игоревич,Q136815498,чрезвычайный и полномочный посол,директор департамента | первый европейский департамент,Q137783787,"11.06.2025"
1722073,Федорова Анастасия Васильевна,Q140122155,чрезвычайный и полномочный посланник 2 класса,заместитель директора департамента | департамент информации и печати,Q139927432,"13.06.2018"
1722074,Фомин Олег Олегович,Q140121843,чрезвычайный и полномочный посланник 1 класса,"генеральный консул российской федерации | генеральное консульство российской федерации в дубае, объединенные арабские эмираты",Q139927408,"11.06.2025"
1722075,Хакимов Бахтиер Маруфович,Q16713162,чрезвычайный и полномочный посол,советник министра | генеральный секретариат (департамент),Q137783787,"27.07.1998"
1722076,Черненко Сергей Владимирович,Q136817412,чрезвычайный и полномочный посланник 2 класса,чрезвычайный и полномочный посол российской федерации | посольство российской федерации в республике бурунди,Q139927432,"11.06.2021"
1722077,Черновол Андрей Георгиевич,Q120278286,чрезвычайный и полномочный посланник 2 класса,чрезвычайный и полномочный посол российской федерации | посольство российской федерации в республике судан,Q139927432,"02.10.2023"
1722078,Шарашкин Андрей Евгеньевич,Q140121849,чрезвычайный и полномочный посланник 1 класса,"генеральный консул российской федерации | генеральное консульство российской федерации в гамбурге, федеративная республика германия",Q139927408,"29.12.2022"
1722079,Щетинин Александр Валентинович,Q124770193,чрезвычайный и полномочный посол,директор департамента (член коллегии) | латиноамериканский департамент,Q137783787,"13.06.2018"
1722080,Юрков Анатолий Леонидович,Q140121789,чрезвычайный и полномочный посол,посол по особым поручениям | группа послов по особым поручениям мид российской федерации,Q137783787,"09.06.2023"
1722290,Беляев Сергей Сергеевич,Q124770029,чрезвычайный и полномочный посол,чрезвычайный и полномочный посол российской федерации | посольство российской федерации в королевстве швеция,Q137783787,"28.12.2021"
1722291,Бурмистров Олег Николаевич,Q140121785,чрезвычайный и полномочный посол,посол по особым поручениям | группа послов по особым поручениям мид российской федерации,Q137783787,"13.06.2018"
1722292,Воробьева Людмила Георгиевна,Q63075648,чрезвычайный и полномочный посол,директор департамента | третий департамент азии,Q137783787,"11.06.2019"
1722293,Григорьев Семен Вячеславович,Q3596041,чрезвычайный и полномочный посол,чрезвычайный и полномочный посол российской федерации | посольство российской федерации в республике таджикистан,Q137783787,"08.02.2019"
1722294,Грицай Сергей Николаевич,Q21638402,чрезвычайный и полномочный посол,директор департамента | департамент лингвистического обеспечения,Q137783787,"11.06.2019"
1722295,Джагарян Леван Семенович,Q4159701,чрезвычайный и полномочный посол,чрезвычайный и полномочный посол российской федерации | посольство российской федерации в демократической социалистической республике шри- ланка,Q137783787,"26.12.2017"
1722296,Золотов Александр Юрьевич,Q15067127,чрезвычайный и полномочный посол,чрезвычайный и полномочный посол российской федерации | посольство российской федерации в тунисской республике,Q137783787,"12.09.2022"
1722297,Леденев Михаил Николаевич,Q109487647,чрезвычайный и полномочный посол,чрезвычайный и полномочный посол российской федерации | посольство российской федерации в республике никарагуа,Q137783787,"13.06.2024"
1722298,Тарабрин Владимир Евгеньевич,Q18278475,чрезвычайный и полномочный посол,чрезвычайный и полномочный посол российской федерации | посольство российской федерации в королевстве нидерландов,Q137783787,"13.06.2018"
1722299,Ткаченко Всеволод Игоревич,Q18409512,чрезвычайный и полномочный посол,чрезвычайный и полномочный посол российской федерации | посольство российской федерации в республике кении,Q137783787,"11.06.2021"
1722300,Баранов Максим Анатольевич,Q140121791,чрезвычайный и полномочный посланник 1 класса,заместитель директора департамента | второй департамент азии,Q139927408,"10.06.2022"
1722301,Бердников Сергей Леонидович,Q109494080,чрезвычайный и полномочный посланник 1 класса,чрезвычайный и полномочный посол российской федерации | посольство российской федерации в республике зимбабве,Q139927408,"09.02.2023"
1722302,Булатов Артем Юрьевич,Q140121794,чрезвычайный и полномочный посланник 1 класса,посол по особым поручениям | группа послов по особым поручениям мид российской федерации,Q139927408,"29.12.2022"
1722303,Великанов Вадим Валерьевич,Q140121796,чрезвычайный и полномочный посланник 1 класса,заместитель директора департамента | третий департамент азии,Q139927408,"26.12.2025"
1722304,Гусев Вадим Альбертович,Q140121800,чрезвычайный и полномочный посланник 1 класса,советник-посланник | посольство российской федерации в киргизской республике,Q139927408,"11.06.2025"
1722305,Даудов Турко ,Q124769825,чрезвычайный и полномочный посланник 1 класса,"постоянный представитель российской федерации | постоянное представительство российской федерации при организации исламского сотрудничества в джидде, королевство саудовская аравия",Q139927408,"11.06.2025"
1722306,Доманов Александр ,Q140121802,чрезвычайный и полномочный посланник 1 класса,директор департамента | департамент капитального строительства и собственности за рубежом,Q139927408,"11.06.2025"
1722307,Зыков Дмитрий Константинович,Q138609651,чрезвычайный и полномочный посланник 1 класса,чрезвычайный и полномочный посол российской федерации | посольство российской федерации в республике северной македонии,Q139927408,"11.06.2025"
1722308,Калугина Мария Юрьевна,Q140121808,чрезвычайный и полномочный посланник 1 класса,заместитель директора департамента | департамент информации и печати,Q139927408,"01.11.2025"
1722309,Корепанов Дмитрий Гениевич,Q124771351,чрезвычайный и полномочный посланник 1 класса,чрезвычайный и полномочный посол российской федерации | посольство российской федерации в габонской республике,Q139927408,"13.02.2024"
1722310,Кузьмин Геннадий Владимирович,Q140121815,чрезвычайный и полномочный посланник 1 класса,посол по особым поручениям | группа послов по особым поручениям мид российской федерации,Q139927408,"01.04.2024"
